gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,1,23,Remain
,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,125,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,4,176,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,10,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,148,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,2,14,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,37,Remain
Male,Has relevent experience,Part time course,Graduate,No Major,3,<10,Early Stage Startup,1,82,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,21,Remain
Male,No relevent experience,Part time course,Phd,STEM,8,Oct-49,Pvt Ltd,4,34,Remain
,No relevent experience,Full time course,High School,,<1,,,,40,Remain
,Has relevent experience,Full time course,Graduate,STEM,3,,,2,108,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,94,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,69,Remain
Male,Has relevent experience,no_enrollment,Masters,No Major,17,100-500,Pvt Ltd,1,124,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,38,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,29,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,16,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,15,500-999,NGO,1,37,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,4,104,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,132,Churn
,No relevent experience,no_enrollment,Graduate,STEM,1,50-99,Early Stage Startup,1,34,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,4,51,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,2,6,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,3,42,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,330,Remain
,No relevent experience,no_enrollment,High School,,4,,,never,28,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,53,Churn
Male,Has relevent experience,Full time course,Graduate,Other,5,Oct-49,Early Stage Startup,1,9,Churn
,No relevent experience,no_enrollment,Masters,Humanities,17,,,3,96,Remain
Male,No relevent experience,no_enrollment,Phd,STEM,7,<10,Pvt Ltd,1,18,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Pvt Ltd,never,39,Churn
Male,Has relevent experience,Full time course,Masters,STEM,8,<10,Public Sector,1,28,Remain
Male,No relevent experience,no_enrollment,High School,,4,,,1,7,Remain
Male,Has relevent experience,no_enrollment,Graduate,Other,5,1000-4999,Pvt Ltd,1,65,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,>4,22,Remain
Male,No relevent experience,Full time course,Graduate,STEM,5,,Other,1,69,Remain
Male,No relevent experience,Full time course,Graduate,Arts,2,,,1,29,Churn
,Has relevent experience,,,,>20,,,,21,Remain
,No relevent experience,,Masters,STEM,5,,,1,89,Remain
,No relevent experience,no_enrollment,Graduate,STEM,4,,,never,83,Churn
Male,No relevent experience,no_enrollment,,,2,,,never,50,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,67,Churn
Other,No relevent experience,Full time course,Graduate,STEM,7,,,3,302,Churn
,Has relevent experience,,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,88,Remain
,No relevent experience,no_enrollment,High School,,7,,,never,19,Remain
Male,No relevent experience,Full time course,Graduate,No Major,5,,,,28,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,20,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,2,298,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,19,,,1,74,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Public Sector,>4,10,Remain
Male,No relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,>4,39,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Oct-49,Pvt Ltd,>4,38,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,2,96,Churn
Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,500-999,Pvt Ltd,1,113,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,4,38,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,51,Remain
Male,Has relevent experience,no_enrollment,Graduate,Arts,16,,,1,127,Churn
,No relevent experience,no_enrollment,,,17,10000+,Pvt Ltd,>4,12,Remain
,Has relevent experience,no_enrollment,High School,,3,50-99,Pvt Ltd,1,36,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,Funded Startup,1,46,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,51,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,156,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,3,55,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,Pvt Ltd,1,165,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,>4,45,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,23,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Funded Startup,4,18,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,10,,,2,69,Remain
,Has relevent experience,no_enrollment,Masters,STEM,11,,,1,24,Remain
Male,No relevent experience,Full time course,Masters,STEM,3,,,1,55,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,30,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,>4,19,Remain
,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,91,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,18,Remain
,Has relevent experience,,Masters,Humanities,<1,50-99,Funded Startup,1,34,Remain
Male,No relevent experience,Full time course,Masters,STEM,7,,,3,168,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,1,51,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,7,Oct-49,Early Stage Startup,1,139,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,>4,139,Remain
Male,Has relevent experience,Part time course,High School,,15,100-500,Pvt Ltd,3,15,Remain
Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,11,Churn
Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,23,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,30,Remain
,No relevent experience,Full time course,High School,,<1,,,,27,Churn
,No relevent experience,Full time course,Masters,STEM,2,<10,NGO,1,14,Churn
Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,,,2,51,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Pvt Ltd,1,69,Churn
Male,No relevent experience,no_enrollment,High School,,5,10000+,Pvt Ltd,>4,148,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,1,284,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,112,Churn
Male,Has relevent experience,Full time course,Graduate,STEM,<1,Oct-49,Early Stage Startup,1,324,Churn
,No relevent experience,Part time course,High School,,5,Oct-49,Funded Startup,1,4,Remain
,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,3,200,Remain
Male,Has relevent experience,no_enrollment,Phd,STEM,9,<10,Pvt Ltd,1,100,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,62,Remain
Male,Has relevent experience,Full time course,Masters,STEM,8,1000-4999,Pvt Ltd,2,38,Remain
Male,No relevent experience,no_enrollment,High School,,5,,,1,57,Remain
,Has relevent experience,Part time course,Graduate,STEM,13,1000-4999,Pvt Ltd,1,17,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Funded Startup,2,147,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,19,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,54,Remain
Male,Has relevent experience,Full time course,Masters,STEM,1,100-500,Pvt Ltd,never,27,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,26,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Pvt Ltd,1,158,Remain
,Has relevent experience,Full time course,Masters,STEM,1,,,1,78,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Public Sector,1,166,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,172,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,2,56,Churn
Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Early Stage Startup,1,66,Remain
Male,No relevent experience,Full time course,High School,,3,,,1,54,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,,4,81,Remain
Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,1,22,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,4,108,Remain
,Has relevent experience,Part time course,,,13,50-99,Pvt Ltd,,18,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,2,13,Remain
,Has relevent experience,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,>4,17,Remain
Male,Has relevent experience,no_enrollment,Graduate,Business Degree,13,,,never,9,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,8,<10,Funded Startup,1,27,Remain
,No relevent experience,Full time course,Graduate,STEM,8,,,never,64,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,20,Remain
Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,30,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,never,34,Remain
Female,No relevent experience,no_enrollment,Masters,STEM,5,10000+,Public Sector,1,82,Remain
Female,Has relevent experience,no_enrollment,High School,,8,,,never,28,Remain
Male,No relevent experience,Full time course,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,114,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,6,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,82,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,82,Remain
Female,No relevent experience,Full time course,High School,,16,,,never,138,Churn
Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,18,Churn
Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,10,Remain
,No relevent experience,no_enrollment,High School,,2,,,never,16,Churn
Male,Has relevent experience,Part time course,Graduate,STEM,10,,,1,8,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Funded Startup,1,42,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,8,,,1,50,Remain
Male,Has relevent experience,no_enrollment,Primary School,,>20,,,1,89,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,2,12,Remain
Male,No relevent experience,Full time course,High School,,7,,,1,44,Churn
Male,Has relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,1,156,Remain
Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Pvt Ltd,2,6,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,34,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,Pvt Ltd,1,55,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,18,500-999,,2,88,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Pvt Ltd,>4,55,Remain
Male,Has relevent experience,Part time course,Masters,STEM,7,<10,Public Sector,1,27,Remain
Male,Has relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,50,Churn
Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,,2,15,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,1,29,Remain
,No relevent experience,Full time course,High School,,<1,,,never,32,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,20,Remain
,No relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,22,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,46,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,3,72,Churn
Male,Has relevent experience,no_enrollment,Graduate,Other,4,100-500,Pvt Ltd,3,113,Remain
Male,Has relevent experience,no_enrollment,High School,,10,<10,Early Stage Startup,1,98,Remain
,Has relevent experience,Full time course,Graduate,STEM,10,,,1,16,Churn
,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Funded Startup,2,27,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,33,Remain
Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,18,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,2,62,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,3,90,Churn
Female,Has relevent experience,Full time course,Graduate,STEM,5,50-99,,1,90,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,40,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,20,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,17,Remain
Male,Has relevent experience,Part time course,Masters,STEM,>20,1000-4999,Public Sector,>4,46,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Early Stage Startup,2,55,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,1,53,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,36,Churn
,Has relevent experience,no_enrollment,Graduate,Business Degree,11,<10,Pvt Ltd,>4,11,Remain
,No relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,1,124,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,11,,,>4,45,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,114,Remain
Male,No relevent experience,Full time course,High School,,10,50-99,Pvt Ltd,2,84,Remain
,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,1,74,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,28,Remain
Male,No relevent experience,Part time course,Graduate,STEM,5,,,1,39,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,4,10,Remain
,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,NGO,never,31,Remain
Male,Has relevent experience,no_enrollment,Graduate,Humanities,13,50-99,Pvt Ltd,1,42,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,4,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,NGO,1,113,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,15,,,1,164,Remain
Male,No relevent experience,no_enrollment,Phd,STEM,>20,,,never,114,Remain
Male,Has relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Public Sector,>4,62,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,,never,13,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,>4,78,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,62,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,80,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,2,8,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,>4,80,Churn
Male,Has relevent experience,Part time course,Graduate,STEM,11,,,never,152,Churn
,No relevent experience,Full time course,Graduate,STEM,2,,,never,43,Remain
,Has relevent experience,Part time course,Masters,STEM,12,100-500,Public Sector,1,105,Remain
,Has relevent experience,Part time course,Graduate,STEM,6,Oct-49,Pvt Ltd,3,210,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,2,15,Remain
Male,No relevent experience,no_enrollment,Masters,STEM,7,100-500,,1,15,Remain
Male,Has relevent experience,Full time course,Masters,STEM,10,10000+,Pvt Ltd,2,24,Remain
Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Early Stage Startup,2,310,Remain
,Has relevent experience,no_enrollment,High School,,20,,,>4,80,Remain
,No relevent experience,Full time course,Graduate,STEM,4,,,never,24,Remain
Male,No relevent experience,Full time course,High School,,4,,,1,68,Remain
Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,164,Remain
,Has relevent experience,Full time course,Graduate,STEM,3,,,1,24,Remain
Female,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,1,81,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,NGO,>4,36,Remain
Other,No relevent experience,Full time course,Graduate,Humanities,8,,,1,48,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Oct-49,Early Stage Startup,1,28,Remain
,No relevent experience,Full time course,Graduate,STEM,5,Oct-49,Public Sector,1,41,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,83,Remain
Male,Has relevent experience,Full time course,,,15,,,1,119,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,130,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,37,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,52,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,3,56,Remain
Female,No relevent experience,Full time course,Graduate,STEM,4,5000-9999,,1,111,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,24,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,56,Remain
Male,No relevent experience,Full time course,High School,,3,,,never,46,Churn
Male,No relevent experience,Full time course,High School,,6,50-99,Public Sector,2,47,Churn
,Has relevent experience,Part time course,High School,,<1,<10,Early Stage Startup,,58,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,78,Churn
,Has relevent experience,no_enrollment,Graduate,STEM,14,Oct-49,NGO,2,82,Remain
Female,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,4,3,Remain
Female,No relevent experience,Part time course,Masters,STEM,7,,Public Sector,1,6,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,17,Churn
Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,43,Churn
,Has relevent experience,Full time course,Graduate,STEM,5,1000-4999,NGO,1,54,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,2,75,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,4,,,2,51,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,56,Remain
Male,No relevent experience,Full time course,High School,,5,50-99,Pvt Ltd,4,116,Remain
Female,Has relevent experience,,Graduate,STEM,4,,,2,158,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,80,Remain
Female,Has relevent experience,no_enrollment,Masters,STEM,9,Oct-49,Early Stage Startup,1,16,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,26,Remain
Female,Has relevent experience,no_enrollment,Graduate,Humanities,11,1000-4999,Pvt Ltd,4,26,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,148,Remain
Male,No relevent experience,Full time course,Masters,STEM,7,,,2,76,Churn
Other,No relevent experience,no_enrollment,Primary School,,3,,,never,136,Churn
Female,Has relevent experience,Full time course,Graduate,STEM,10,50-99,,>4,36,Remain
Other,No relevent experience,no_enrollment,Graduate,STEM,<1,<10,Pvt Ltd,1,40,Churn
Male,Has relevent experience,no_enrollment,Masters,STEM,15,500-999,Pvt Ltd,>4,116,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,2,123,Churn
,No relevent experience,no_enrollment,Graduate,No Major,>20,,Pvt Ltd,,48,Remain
Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Public Sector,>4,13,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,6,<10,Funded Startup,never,8,Remain
,No relevent experience,no_enrollment,High School,,<1,,,never,50,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,12,10000+,Pvt Ltd,>4,27,Remain
,No relevent experience,Full time course,High School,,8,50-99,Pvt Ltd,4,23,Remain
Male,Has relevent experience,Part time course,Graduate,STEM,12,100-500,Pvt Ltd,1,26,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,12,,,1,306,Remain
Female,No relevent experience,Full time course,High School,,7,,,1,26,Churn
Male,Has relevent experience,Full time course,Masters,STEM,15,100-500,Pvt Ltd,>4,59,Remain
,No relevent experience,Full time course,Graduate,STEM,2,,,never,314,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,3,24,Remain
,No relevent experience,no_enrollment,Graduate,Humanities,6,,,1,85,Remain
Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,63,Remain
,No relevent experience,no_enrollment,Graduate,STEM,<1,<10,Pvt Ltd,1,111,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Other,1,22,Remain
Male,No relevent experience,Part time course,High School,,5,,,1,42,Remain
,No relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,never,28,Remain
Male,Has relevent experience,Full time course,Masters,STEM,3,Oct-49,Pvt Ltd,never,18,Churn
,Has relevent experience,Full time course,Graduate,STEM,9,,,1,26,Remain
,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,1,192,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,21,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,5,Oct-49,Early Stage Startup,1,74,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,13,Remain
Male,No relevent experience,no_enrollment,Primary School,,6,,Pvt Ltd,never,9,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,63,Remain
Male,Has relevent experience,no_enrollment,High School,,12,100-500,Early Stage Startup,1,118,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,18,5000-9999,Pvt Ltd,>4,9,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Funded Startup,1,106,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,18,Churn
,No relevent experience,Full time course,High School,,2,,,never,23,Remain
,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,6,Remain
,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,3,74,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,3,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,NGO,>4,118,Remain
Male,No relevent experience,Full time course,High School,,6,100-500,Public Sector,1,160,Remain
Male,Has relevent experience,Full time course,High School,,4,,,1,214,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,NGO,2,50,Remain
,Has relevent experience,,,,3,,,1,33,Churn
,No relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,,131,Churn
Male,Has relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,1,20,Remain
Male,Has relevent experience,no_enrollment,Masters,Other,>20,,,4,11,Remain
Male,Has relevent experience,no_enrollment,High School,,6,,,never,41,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,Pvt Ltd,1,284,Remain
,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,54,Churn
Male,Has relevent experience,Part time course,Graduate,STEM,7,5000-9999,,1,46,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,,1,158,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,4,14,Remain
Male,Has relevent experience,Full time course,Graduate,STEM,9,,NGO,,49,Churn
Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,130,Churn
Male,No relevent experience,no_enrollment,High School,,4,,,2,48,Remain
Male,No relevent experience,Part time course,High School,,10,10000+,Pvt Ltd,2,42,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,never,106,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,1,54,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,>4,84,Remain
Male,No relevent experience,no_enrollment,Masters,Other,>20,,,>4,158,Churn
Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,32,Remain
Male,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,4,15,Remain
Male,No relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,58,Remain
Male,No relevent experience,no_enrollment,Primary School,,4,<10,NGO,1,108,Remain
Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,178,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,,4,158,Remain
Male,Has relevent experience,no_enrollment,Masters,,>20,1000-4999,Public Sector,1,308,Churn
Male,Has relevent experience,no_enrollment,High School,,19,1000-4999,Pvt Ltd,2,19,Remain
,Has relevent experience,no_enrollment,High School,,10,,,1,218,Remain
,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,1,34,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,18,Remain
,No relevent experience,Full time course,Graduate,STEM,1,,,1,126,Remain
,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,23,Remain
Male,No relevent experience,Full time course,Masters,STEM,10,<10,Funded Startup,1,80,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Early Stage Startup,1,57,Remain
Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,21,Remain
